Jan-11	88459		88255
Feb-11	83788		83522
Mar-11	86439	75755	86054
Apr-11	84691	79509	81914
May-11	84864	80853	83039
Jun-11	82350	79620	81481
Jul-11	81302	79773	81612
Aug-11	80482	80139	82393
Sep-11	79338	80171	79781
Oct-11	80317	82364	80388
Nov-11	79145	82365	79812
Dec-11	77795	82161	
Jan-12	81829	90352	
Feb-12	81227	91016	
Mar-12	83135	94536	
Apr-12	82208	94867	
May-12	82376	96471	
Jun-12	79935	95000	
Jul-12	79924
Aug-12	79619
Sep-12	78981
Oct-12	80455
Nov-12	79773
Dec-12	78898
Jan-13	86020
Feb-13	85907
Mar-13	88459
Apr-13	88000
May-13	88708
Jun-13	86592
Jul-13	85996
